cpu-bind=MASK - cn-0071, task  0  0 [2884235]: mask |BBBBBBBBBBBBBBBBBBBB||||BBBBBBBBBBBBBBBBBBBB|  set
--------------------------------------------------------------------------
[cn-0071:2886092] *** An error occurred in MPI_Init
[cn-0071:2886092] *** reported by process [504659707,3]
[cn-0071:2886092] *** on a NULL communicator
[cn-0071:2886092] *** Unknown error
[cn-0071:2886092] *** MPI_ERRORS_ARE_FATAL (processes in this communicator will now abort,
[cn-0071:2886092] ***    and potentially your MPI job)
--------------------------------------------------------------------------
It looks like MPI_INIT failed for some reason; your parallel process is
likely to abort.  There are many reasons that a parallel process can
fail during MPI_INIT; some of which are due to configuration or environment
problems.  This failure appears to be an internal failure; here's some
additional information (which may only be relevant to an Open MPI
developer):

  PML add procs failed
  --> Returned "Error" (-1) instead of "Success" (0)
--------------------------------------------------------------------------
--------------------------------------------------------------------------
It looks like MPI_INIT failed for some reason; your parallel process is
likely to abort.  There are many reasons that a parallel process can
fail during MPI_INIT; some of which are due to configuration or environment
problems.  This failure appears to be an internal failure; here's some
additional information (which may only be relevant to an Open MPI
developer):

  PML add procs failed
  --> Returned "Error" (-1) instead of "Success" (0)
--------------------------------------------------------------------------
--------------------------------------------------------------------------
It looks like MPI_INIT failed for some reason; your parallel process is
likely to abort.  There are many reasons that a parallel process can
fail during MPI_INIT; some of which are due to configuration or environment
problems.  This failure appears to be an internal failure; here's some
additional information (which may only be relevant to an Open MPI
developer):

  PML add procs failed
  --> Returned "Error" (-1) instead of "Success" (0)
--------------------------------------------------------------------------
[cn-0159:2575916] *** An error occurred in MPI_Init
[cn-0159:2575916] *** reported by process [504659707,66]
[cn-0159:2575916] *** on a NULL communicator
[cn-0159:2575916] *** Unknown error
[cn-0159:2575916] *** MPI_ERRORS_ARE_FATAL (processes in this communicator will now abort,
[cn-0159:2575916] ***    and potentially your MPI job)
--------------------------------------------------------------------------
It looks like MPI_INIT failed for some reason; your parallel process is
likely to abort.  There are many reasons that a parallel process can
fail during MPI_INIT; some of which are due to configuration or environment
problems.  This failure appears to be an internal failure; here's some
additional information (which may only be relevant to an Open MPI
developer):

  PML add procs failed
  --> Returned "Error" (-1) instead of "Success" (0)
--------------------------------------------------------------------------
[cn-0071:2886093] *** An error occurred in MPI_Init
[cn-0071:2886093] *** reported by process [504659707,4]
[cn-0071:2886093] *** on a NULL communicator
[cn-0071:2886093] *** Unknown error
[cn-0071:2886093] *** MPI_ERRORS_ARE_FATAL (processes in this communicator will now abort,
[cn-0071:2886093] ***    and potentially your MPI job)
--------------------------------------------------------------------------
It looks like MPI_INIT failed for some reason; your parallel process is
likely to abort.  There are many reasons that a parallel process can
fail during MPI_INIT; some of which are due to configuration or environment
problems.  This failure appears to be an internal failure; here's some
additional information (which may only be relevant to an Open MPI
developer):

  PML add procs failed
  --> Returned "Error" (-1) instead of "Success" (0)
--------------------------------------------------------------------------
--------------------------------------------------------------------------
It looks like MPI_INIT failed for some reason; your parallel process is
likely to abort.  There are many reasons that a parallel process can
fail during MPI_INIT; some of which are due to configuration or environment
problems.  This failure appears to be an internal failure; here's some
additional information (which may only be relevant to an Open MPI
developer):
